,AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
AD,0.0,5210.082422449424,5809.607175442502,6569.262018905423,6591.882814866979,1520.615797817526,3568.9073883532064,5808.941318373609,12799.098685308314,10491.126020009988,16788.350372760142,1321.7605200360213,17119.44052352251,7569.679501248663,2338.1380002456317,3994.0275700969937,1374.4635646565457,6677.570674168172,8181.989338885924,952.1149127229658,3353.5580128140637,1784.3955325438046,4783.603172082575,5836.872717663654,3991.0954816806616,6597.244587460655,5828.915469553653,11534.521103837185,9647.259055081633,7452.469472038323,8199.116113745033,7293.16561719727,7859.635491275498,10743.680754689794,7846.739323146417,2293.004970610947,8757.566059676665,5958.211615606855,11346.239867593353,5453.246160792847,4550.328572332963,5363.169093196178,680.7026921005712,3884.9555272797343,17075.174375918934,11168.486425236968,4393.937545613683,8775.133453754983,8485.965216960793,8912.875414738664,7828.064415466479,3883.2964851434162,7505.271292090824,11946.812267532496,2862.905422420662,1299.7642862116818,1425.2110015216322,5279.985386245919,1667.2584914157035,6661.715925789578,7135.672409715709,655.1608813449653,9212.057956041586,2465.6355267657023,2984.8548799867217,2330.358879328408,4666.605867239447,494.23755167689706,5188.820209670688,2525.8819523229663,17286.443576174162,11969.074339222332,14043.578229081955,2238.368069317645,708.2136606035715,4731.752719420159,793.8769610204353,6928.0742007026565,3544.4000316011734,6732.782657916765,833.8823989766311,4097.188173623279,921.4575628881727,4105.636812034306,3661.611526261463,3942.982704692276,6639.995621857236,4352.852645030186,1948.8310654789757,11319.552754706776,9088.94859923622,12762.758434742156,3779.0838962300827,7036.588129165487,10067.102877001797,12615.484277731104,8863.308502200525,1211.3463208891528,7331.510694519599,1484.3236555045794,11731.681904418681,1334.5446405629323,3174.3182635512694,1367.757122681963,6805.529787546742,8886.19338489771,3860.746229170347,4318.954768718282,2831.9076346545407,909.626680403994,793.8769610204353,7734.565273229106,3244.4349922781926,10362.290312005396,6003.127328019485,5786.304284254404,10222.660409023883,15074.570068737206,7357.102614201256,6629.204838075428,9350.524647540937,9700.89336475624,4376.525846726463,8016.351291432487,5213.846112733621,9733.102406142629,3102.3563380418764,6725.068088263145,815.05807718103,8536.143704768021,4191.107856236999,8385.968564310464,2196.5032800987615,865.9982416566799,2266.6015143323466,1479.9942539270635,1191.820227560034,499.08337785677224,2209.2867633497135,1456.3591449359858,6603.113066182742,8276.555925343697,14417.15263033669,1640.2621079094492,3434.58489217421,8916.94068893193,7610.347230473163,10029.208879746737,12645.674127246491,6686.480066656134,3173.542226204089,6628.935403193034,1338.4904789060033,9002.692230813915,8224.2124554594,7070.360259758874,9408.049088276031,10607.457950180593,8224.778235067493,7379.3056564498975,17365.322065047305,3214.0036503074143,18086.381215617053,3752.163287851148,8928.425562325177,1125.6357178362384,2036.2058888257918,7507.291186655528,15135.231216888093,17283.127803384796,19445.664059829676,5595.737705649665,8607.319058774217,9987.640463415215,16123.304398459994,15056.16254213944,11179.189903413147,6161.819832856771,1816.7297265707357,4498.434238809647,15219.321452131202,6824.889661155215,3151.4283771277064,994.1072953235848,12720.736333397239,9650.058860702842,4921.412613408456,8934.605687087065,1993.2179572633454,1545.6664220106231,2970.1552425349264,5697.538598454223,4569.939772278679,15783.972541889303,7528.025380772427,4203.699567135656,2189.959861049438,10923.037134951948,6511.849244966818,1107.1512487909458,4028.3617429764013,1369.775813340859,4037.0241308470536,901.0205736351915,3578.9341314771627,6247.384417218702,6876.021352108936,5120.820970034795,4699.8240895873305,9052.276970860916,6604.86101405206,3186.961598879691,8204.229286869924,7032.556794092472,3614.489107157311,12180.24873390942,4030.4427709245574,9708.300563186078,5564.585481402719,16253.622118904437,13413.148932793325,4774.8971381198035,973.35640690394,17614.7752928171,2628.269137306538,7011.994278149835,16231.721116763783,10332.658823323987,6407.1755089995095,2376.9243449830383,5609.978292763331,14396.281759704952,6403.838181859566,10388.90153420252,5463.667070833508,904.6987736327466,6804.422678300992,7460.739397670962,6690.6029926538195,6736.9905054248065,9563.097061214354,16989.99872206783,16757.258758164804,16761.78262774208,1609.0037623447397,5054.90276703326,7574.233237916445,8037.72713167667,6973.879791823041,7335.131078733517
AE,5210.082422449424,0.0,1813.165375826089,11718.357519283873,11761.449358891094,3701.793126674677,1973.9275443388378,5791.014166897951,13588.901359556536,13529.402349491273,15183.681980170779,4243.669249618167,11945.77069639696,12733.444241887337,4774.888910563737,1815.6135348253806,3912.2504176661523,11744.986053720486,3652.3517854603497,5160.818702943322,6019.554113485443,3491.449585283965,431.1893496008532,4065.457657361876,5861.790000768963,11762.28486702891,11011.787703705571,6804.220886026613,13807.532204555058,12598.000543549257,11950.313547324256,12466.425292006781,3534.004405500528,10005.369262276578,6241.237808843594,3957.89742434996,13912.391890584622,10773.416844564874,6136.207292684482,4477.553018127664,4434.630132833363,5293.858482720019,4830.018481901506,6605.927895658826,16514.344059523533,14639.32942425508,5126.193009107811,5970.352762052877,13590.849520601865,14122.692357920143,12981.48547247899,8138.451071190976,12655.794910184744,6775.0241568829515,2347.6189929434613,4460.22914847089,4639.977059750513,1854.2223429396597,4849.213173644927,11783.512582430942,12339.026720263288,5043.339019037836,14294.552467884234,4519.379224877971,2370.2840644538983,6853.202878944089,1905.4889866643705,5636.498545340096,2382.5998446901485,4571.662243947563,14219.032461181194,13713.38219891229,11077.028691895159,6137.699242669658,5249.04693961038,5522.5350763720035,5576.302709355831,12003.760007984809,2107.2230305386006,11469.119329923504,5611.514678786115,6186.169436768977,5801.691758084583,8328.767995823131,7500.21398804675,7367.437235332079,11774.362342913704,5395.247740851857,3263.684514733215,12234.612841980766,14252.491907473915,9439.647790982253,7465.243374564498,11946.705818333092,6068.274765367586,8780.012091601455,14054.717236466393,4167.117024832348,12540.084077002159,4029.516447390967,6619.1882557611625,5927.044753377983,2080.7767198238275,5826.066163507141,2316.62395117789,3872.223997064681,1384.595684239138,1278.7518950093993,6923.843768757547,4303.731821431345,5576.302709355831,12943.945804139748,1989.516097623385,8066.777195805531,3422.2747993809608,2756.7270351935554,5505.100987206583,12822.509371009794,4178.782447283566,11787.130053876183,6869.352463367519,7004.5580407159205,838.447643444003,13207.598089892092,3306.5315059177733,5273.77652821404,2109.902657780371,11823.620838657724,4683.786471240284,3334.646271943731,7217.045301964787,6609.686305994398,4126.130542166455,5001.476563103708,4351.215198553839,4108.156749048018,5960.2149196581795,4753.723508797637,3375.415943332599,3787.3991485982074,11771.30410210947,4854.757169309468,12359.865307519458,3602.7176913044973,6663.7177326518095,4322.039741639249,5260.803765106113,6007.8493257076925,9460.81244440519,11795.027289843834,7263.0785618823365,11776.198941675097,4013.838116561856,4946.990336488002,3038.0428077239517,4804.175991573208,14372.550785882922,5590.632005784601,6052.146623667519,6581.699859078619,13151.69899092408,5604.924243210324,13487.472634114336,5252.93845437754,14132.84978963499,5172.214351063666,5173.022223783301,3106.7957146800472,12315.891281659467,15427.74564057737,14258.903931137085,419.1810595891553,13801.845091112538,14742.621646985663,17427.967125914794,10723.086865923051,7011.6359549839635,2080.984142217521,4176.762881514109,9498.698620787041,19570.909968324442,12013.845731909318,2106.569325665943,6111.312948322587,8687.081409267888,13241.772770493084,304.0073605776604,5016.606195145621,3385.5555582905176,3799.5130459643024,3736.236318228309,3930.6250763071625,777.8210824690834,12013.898179444248,3218.1708564292326,2486.6697291636883,4793.7447407128475,5901.102029236049,7908.642082946447,4283.248197422967,6300.454890467839,4191.326648588522,7367.631412614471,4365.575548053122,7538.481850977946,2664.340012451861,11702.532920515312,3266.07767384397,5783.78693768155,14234.055958446128,11772.811344195234,2025.6099859649967,6149.3056049790575,12242.588102420938,4361.378100915577,8323.349350056615,6017.177112900227,4969.964668187981,2069.6092272360897,14850.181193423194,8537.275135761363,1543.6914894999954,4412.904488419577,14952.136216642673,2645.841110617928,12060.063776975161,13922.15220355295,6714.743093057469,3946.3202156332973,3543.0577220822042,3558.010610756696,14838.26525993629,11368.832050947158,13337.345339176136,2316.633553953232,4308.681915641345,11892.123086753474,12571.08571423712,11871.43830846079,11918.97343932059,5268.3502952685485,13185.903039377668,14591.367125746563,15058.76580412228,3651.6541846607065,1465.9410291417762,4237.76686689748,6229.438871434023,5243.013873755414,5319.35622230938
AF,5809.607175442502,1813.165375826089,0.0,12302.275892128066,12295.402341139237,4344.887481703739,2264.595710253435,7592.695548215578,15290.017872906721,15269.257991954462,13650.655758591578,4570.44461819575,11341.712709270689,13256.299882453937,4520.9452816835765,1820.5801124231116,4437.816405515346,12467.002377735493,2381.770580578935,5420.226533238849,7481.8002215306515,4043.18437153626,2004.943005205594,5874.39680116756,7461.805216825294,12307.990046833187,11186.057860722542,5742.953956378114,15227.679346279248,13169.249339086291,13460.615324902228,12527.805800698752,2100.9642805567523,11687.978299366181,7985.891230282182,3878.4361416750826,13820.01543222323,10473.627923399357,5935.876633207089,6287.287981213472,6186.344992671495,7084.972102984846,5250.169884655484,8109.415562760208,15037.171631139927,16336.600522287421,6832.992658685429,4184.873469910377,14220.199907686703,14338.794291815037,12954.540561594054,9326.138976956272,13214.075389620106,6291.618580010651,3257.6480763450245,4711.733651830885,4786.646882981819,3660.8427125937715,4861.30452846901,12419.66170381311,12722.392770987062,5867.758368795204,14946.254154515695,4239.549259160069,3585.0651089261887,7870.657980766282,3696.5316327342225,6295.1110702637325,4195.303332339858,4259.546179508652,12873.225800307213,15515.143283493811,9488.539723995498,5964.835749171721,5594.2233769534905,7249.9961079572195,5906.790936703486,12710.906655833634,2268.3619515215196,12504.99489950455,5930.849313848759,7775.884542666494,6598.972364675077,7910.881649020504,8792.755039945647,8765.826980238986,12387.243335491632,7082.586346710703,4061.7389507377657,14015.913971764443,14157.089846821376,7863.133807840943,8799.85098835204,12845.403112006306,4573.112599976127,9711.829714859256,14077.363262753392,4610.277385662678,12865.612925645708,4370.8295791343435,5999.466010507022,6091.365029160868,3218.3666066901433,5959.29378643588,1005.2015192997702,4495.560464342358,2288.33397708098,1621.191327169853,6662.093335735944,4938.697895801971,5906.790936703486,13173.222162951697,3095.9458327659886,6282.040108182533,5206.362004409831,1038.479465427766,4420.3871031977105,11191.574696117383,5803.199599569342,12349.59516368768,5075.647506634217,5234.239101238318,2079.316899559016,13287.708320789503,1858.9507700074782,3990.330163042302,3089.2922804291397,12498.348346177985,5091.104809387587,3246.0223978528666,8700.159672264734,8314.674400375523,4045.7184527997942,5309.728881928353,4186.164287569627,5124.832869382659,6816.523710745985,5311.115858486458,3626.1851581781007,4377.739039965284,12308.651957259426,6342.713151681301,10675.656759381764,4203.902940069806,8058.2278392274675,3118.656264541452,3449.353488655448,4519.628076906996,7853.4888055461,12453.898380984505,8461.98230518772,12362.80072374777,4912.122284459067,6177.494839051899,3390.3280351925273,6542.819488229693,13906.603988864692,4835.542491615152,7728.442157637967,8380.117300837846,12021.55690887443,7079.599861657275,12521.864979420217,6856.824579318478,14229.336654578492,5365.869306271737,5016.991980617429,1713.328608291002,10759.049502640913,13992.308231822793,13636.659926247732,1600.9895641054889,14174.629247379053,15795.431505553326,15750.046320098796,9521.431101632388,5622.2591077514335,368.1059765742619,4268.346203683752,9477.258427297069,17890.038965548647,12479.597782501065,3244.2676036715825,6798.308316334582,7297.112116565224,14848.599570206974,1983.4703430362877,6302.03844042425,3816.5463471796256,4264.12323642537,3370.3475440377997,5741.826898767441,2425.0582831313272,10672.101334231815,4566.027830208682,4218.5415244642945,4599.003653201463,5147.379037782499,9676.110380651315,4722.402872683649,5467.637882757442,4515.856180381221,8789.572711888066,4908.858606764501,8796.191876976967,4364.479418748161,12672.977393271867,5076.993721131586,7493.238470664581,14201.93197977131,12310.753020914206,3025.709175048988,7838.626720769052,12528.619300103655,5984.093869939209,9291.282512359616,7610.676677546795,3900.232571355105,446.11263791358215,13237.388293594246,7609.542352378135,1040.6935794994688,5261.458778136832,13618.64246227709,3255.1873830171166,12805.127342702172,12379.714218564552,5113.822929487439,5712.393492429726,3580.1960183083556,5368.09873815167,13031.846646175076,11164.617510939055,15084.83438922897,747.7289335106908,4943.2443717408905,12582.789193096694,13213.101744699487,12369.628012057632,12412.086826820036,3884.645686533217,11930.074149965882,13090.899638049892,13527.156290697887,4219.83411327377,3279.1056261766475,5815.9096628551,7949.858779205306,7017.60791658879,7060.695338975379
AG,6569.262018905423,11718.357519283873,12302.275892128066,0.0,176.97843096840222,8087.369061642002,10122.593464556243,8742.1825302355,8796.594643264687,5737.124701792244,12444.377271977412,7741.201760880906,16355.46088277888,1016.903587363596,7919.975853627228,10526.496209968589,7933.959899996924,504.29126979337997,14582.023149443487,6882.312505177652,6491.383947595178,8350.974172792501,11287.187898234659,10316.308318874242,7092.091971206216,137.05857122956564,1706.7292548208345,17582.84130346755,4016.5214638645266,883.7311273399532,3946.4800053735894,1832.5204003116064,14198.475966146554,10033.677621116927,10574.05642035984,8449.227378660184,2861.8108373025293,3391.7099436733515,17672.189642539382,9603.518613175282,8855.381782531244,8793.130825871014,7070.573608994074,6185.404069845294,11486.59506159143,5674.811677467879,8122.073117348565,13688.359577527826,1922.9658663452235,2532.8886255879156,2245.8258031796,4102.937626654599,938.7122086673992,18489.405993699213,9391.745603053168,7591.201927192851,7520.090777816776,11194.182391923534,7475.567650172023,207.1160406047724,866.3135189363875,6675.559741304849,2651.330977562261,8192.05791404213,9365.147676643632,4976.354183036341,10624.389620396463,6111.21978700785,10833.973699081447,8193.53307346824,13666.719447218838,7633.660466982119,14885.416309969043,6548.786639355315,6710.587269357674,8016.687592853177,6395.839983723647,560.845319275916,10079.724363858082,1700.8730708657902,6371.474358721926,6823.172277094192,5916.802074520073,5283.090730153647,4868.343845979733,5272.215198542564,124.9315477961955,7834.662549291595,8479.791434131603,8270.80921271649,3079.984681895402,15546.052910431208,5008.030075027646,1209.681628650083,15624.37942685905,14451.554299435973,2738.7812882345597,7727.600969263902,1123.4773142026227,7946.243210493789,18296.224341176996,6233.794052657284,9637.858493002308,6372.142690943337,13307.187167659062,14865.680808390607,10415.49055559085,10885.33620241037,6028.175068153236,7475.233923804562,6395.839983723647,1589.726320108439,9729.44079228921,13737.073801066286,10980.435337620978,12014.70002779925,16518.726961407385,13683.969848142468,11980.617000856539,95.75277781987981,13615.018639056183,13984.817517757467,10905.939371952627,2078.765294399769,11186.351992145463,15864.335917875296,9621.90569011486,357.28893847011716,7228.868782313236,15042.933487422404,5674.938326662797,10865.058187788869,8288.505549232399,6993.714629683464,8184.303197214092,7623.263679989966,5762.41662089117,7055.823873582974,8688.371688254752,8025.426531949142,166.78460639212855,12604.732284788079,13592.85716323521,8209.523867886579,5797.944004372429,15276.223056550685,12715.491092937724,15625.716735848082,15329.902402294976,290.4820452679804,4856.53478134542,60.5321611121766,7704.687484304498,13658.708415371522,14587.295207973213,11050.748308602204,3943.2558178810104,17136.04417328846,11260.773518721726,9646.104595588353,14957.837822755782,6850.029426423065,14797.513362899053,7537.662083023606,2684.5493091570465,6941.43309521484,7404.248464411489,13920.50616988931,14386.660983651955,12473.000770329661,14024.944047922918,12122.997991619863,2115.5193035517036,3632.3678817119862,10345.62049178833,16784.33570770706,16481.58784187037,12629.951251975655,8038.386281891916,3330.2144087856227,8746.212599995066,475.8109215526886,9612.208439434726,5621.95464492536,16742.815843635894,4713.490893046893,11418.141686506711,13457.819066128937,8537.123790280475,8088.63864352532,9027.573798016821,10282.912491528652,11005.338912397197,15435.746697954091,13069.557954832746,9965.761437780679,7813.604548281936,17444.470529561495,7161.766008492709,7612.06294245793,7865.957124919113,7796.143548619014,5349.085049769744,7459.71504208584,4752.119184420935,11773.618106766531,1441.7623339210559,10222.97624588603,7729.9013961515775,2957.170956362358,165.06929424462555,9704.833290857145,11129.26320366226,1088.6671219977384,8251.779535578808,14435.693211139536,6956.255458884037,16084.133461429561,11988.459493522781,12428.234659649292,18774.255340591088,11296.513447527492,7306.735342763742,13057.021081939469,9197.489827619049,714.9566584470325,13364.800251786504,15324.741411457402,11021.273254322894,8723.614830228526,10477.903036189695,10905.003820826458,2829.0207149553985,5788.560247618552,11817.774418644447,7470.364816781828,443.7675649199022,913.5844857718288,320.34460235183917,354.23845769465663,15578.362405985885,14721.208849947503,12997.222275156892,12545.38964405692,8176.810323114341,11155.042202433844,12217.959386000854,10828.027394847742,10524.353159570797,10881.65222200934
AI,6591.882814866979,11761.449358891094,12295.402341139237,176.97843096840222,0.0,8111.936087138473,10134.035978770513,8894.790019546901,8921.587189337386,5867.656461410473,12335.37890938275,7744.458843254784,16330.386086085779,977.7967431470723,7883.644201662918,10531.79656033916,7950.963049292372,674.847872513296,14551.618031592785,6876.138127494662,6611.342757134171,8369.847067693963,11330.331201909763,10450.237307333278,7223.388395728697,41.78930595332698,1569.122514934388,17479.258521582757,4127.407196137669,873.8470834790677,4109.872136380428,1659.9418725653316,14162.042779621683,10204.986176613227,10741.022932364285,8431.407935034304,2726.6521391838437,3235.140543909213,17770.619951091638,9739.581342850468,8980.944574895693,8937.246176671031,7078.429001945512,6318.608973265858,11402.429675745656,5775.051357451903,8253.198351934763,13569.421937670828,1924.9531829085022,2445.8314181117044,2083.815117933431,4228.201797716394,920.1327577285147,18535.453898002237,9427.137516759578,7588.467640124527,7509.278199593331,11284.322008402962,7454.221255905396,368.4753566844909,722.8954086968731,6718.555859267077,2651.1625514747443,8157.665462154627,9416.775166464573,5057.256852098527,10708.939919373865,6140.162698375783,10934.375286778295,8156.808314426579,13562.258304488172,7759.787021073765,14714.525191305956,6499.43293580651,6710.883702071204,8155.975651558567,6393.329597300585,696.3389425695145,10086.61776854131,1876.330588693258,6367.789347032205,6958.3404392426155,5961.118373413193,5176.864772516985,4994.281206852542,5407.196167656952,283.30136494215884,7967.767773657365,8513.01805115759,8421.964592456949,2956.0451815501065,15369.606938911864,5138.010168452315,1370.0195240777919,15514.324750012394,14623.90753052264,2620.894128305393,7738.782484766361,981.3305636231295,7951.2880061157975,18294.657118670897,6214.157847884492,9682.644559795974,6350.715277059607,13299.102049182646,14973.693301030817,10446.140429087758,10901.627518403315,5960.029558085952,7499.937531164217,6393.329597300585,1453.6690505322913,9771.940573623106,13577.299180664102,11105.657030259554,11978.90408762968,16459.588043908494,13530.494129386407,12122.769028462644,107.92882129439543,13476.050343720646,13843.036094453435,10943.607674307286,1934.1566105109443,11137.739245858489,15793.18761140912,9659.278755845722,516.1013210407398,7236.166090739255,15092.59579672568,5815.708877288191,11035.80842111025,8268.933963386566,6992.209341797412,8157.896487047391,7676.78982997312,5814.353497039439,7074.710941267081,8691.34829103792,8046.654532215794,16.669522405016135,12757.919657737262,13429.834931805693,8231.37040449794,5921.0118743821295,15235.992887199285,12612.73770504053,15517.86198045831,15153.609677745735,452.5149144213783,4967.207243094819,189.83610961919376,7748.281526489691,13811.225238086869,14659.443393768772,11201.169686993953,3797.366506256253,17119.72227390068,11427.395439933334,9813.657063984594,14862.504199577359,6964.884212664959,14727.742982911335,7660.066951537847,2579.134192566947,6930.108039237508,7368.661508262779,13895.202230889598,14232.134397597965,12377.041864395056,13999.938897120754,12162.829331098763,2050.757158844752,3681.9241970895187,10259.050142737917,16632.672328013898,16347.234908471686,12617.921971536838,8027.705294911217,3229.978984647353,8698.472224948013,323.334747192701,9657.223070644226,5655.2311622036605,16569.616771503705,4848.375850947607,11462.678744686438,13612.146481795973,8549.358217361136,8101.9412759462,8999.626487253845,10413.877876837509,11057.221433549234,15295.409911910598,13188.89539518032,10055.262670291768,7780.338527648003,17422.957565617427,7332.082876792318,7622.708511054546,7774.843411743143,7799.4762987619415,5486.414280441763,7477.648568450939,4874.712078543754,11885.13433985124,1613.0017095945784,10338.62556507648,7871.015974921377,2839.172019004533,19.432810844220324,9742.63745811131,11296.572911241656,919.6172553711693,8362.203710081098,14611.114891991921,7089.254014432958,16040.517859132198,11972.434719557634,12306.14518180704,18598.36155707609,11297.785657071729,7348.572081898752,12964.262829216666,9219.406134810293,851.7002141442476,13235.513762792243,15192.125362221874,11157.006643462359,8715.208471821621,10602.622710031494,10759.367111458945,2661.3555023723848,5923.6286989412665,11794.532154879349,7495.044002020265,593.465040102007,949.1653761571192,155.6052278008955,198.51219319169354,15499.703090822584,14610.93672305759,12882.443918640272,12434.627973640121,8196.629587513191,11234.495289534912,12361.18994284901,10995.474239020166,10679.299892073992,11038.90315370953
AL,1520.615797817526,3701.793126674677,4344.887481703739,8087.369061642002,8111.936087138473,0.0,2082.227280531293,5594.945971395429,13437.664086612196,11591.279735631178,16840.407229583172,811.6667271246024,15601.689725852455,9089.706497236924,2105.01872252218,2525.3105463217275,304.6891032256096,8182.795113475415,6726.596057962157,1591.660754998871,3823.8044562824716,327.77679356495867,3279.3302700517797,5061.022026691387,4219.53028137119,8116.963630690146,7314.569498117639,10087.818872955475,10987.890117823372,8970.918419682826,9396.170020160513,8774.427200143318,6427.887919179029,10726.047766435793,7331.763672528088,1512.1740611921625,10231.594000318131,7268.134779915287,9835.386719881346,4867.70927638707,4096.640038777637,5069.711281158617,1168.42377793392,4458.103032559454,17772.71761483603,12403.44134149591,4231.530971554783,7696.503627015837,10000.99869078445,10425.866130501212,9299.61348018684,5086.6324971569575,9024.23960769185,10426.299251094979,1365.9118851389733,1059.8481763770635,1335.701401963614,4005.0656530978017,1680.9341491448067,8176.246829977923,8654.104933179218,1532.940718683854,10725.666253075584,2043.377599341203,1619.4372730406142,3565.6436310228223,3418.8660770377883,1979.309433353262,4034.9168153195205,2125.349796030131,16732.500126679883,12815.398013073838,13191.282295425528,2902.999246856398,1603.9445348629356,4652.303000178003,1920.2419251133888,8435.518297694438,2081.322069414054,8161.603563989255,1959.619566148495,4434.2190974956075,2254.084914343561,5098.3329643804855,4683.80989249467,4816.609513008541,8156.303960673042,4305.402603052762,500.2509199395464,11873.611525956609,10567.718782984874,11726.900186758448,4746.965119305024,8510.391317741742,8755.573258128385,11649.132834834263,10356.64482416451,587.0175751726956,8847.040314328739,688.4937574985242,10216.037760372888,2358.596194409805,1722.6305247580833,2294.112150109022,5326.967926601585,7452.83080304158,2341.645097486999,2809.8005954468176,3675.844265574116,612.1501965100016,1920.2419251133888,9243.56702042119,1773.1804916824271,9509.88888662704,5021.943185514126,4452.47756124459,8764.585062281545,14564.059387373061,6345.410570883652,8148.3045042346885,8388.650484540876,8700.04530627216,2864.8373518525264,9509.067452882666,4038.2881619952577,8316.890031889563,1608.1808691206315,8235.994405377049,1044.5053222870158,7019.261106787176,4925.432995561316,7861.060893166929,1539.366160502283,1408.0623651337821,1764.0282039516565,1105.8820288846268,2475.6839806040166,1051.9814993677462,958.3883646305317,131.9965770192497,8123.074843012742,7256.8626470179,13914.060991306711,153.48128383976137,4172.055357245799,7463.497902925149,6572.518779833754,8711.543765917968,11646.874493935698,8198.981677733596,4267.258502901944,8146.880259386257,758.9009216542069,7839.65166344375,6730.769845927489,6288.359788678455,10811.230472535111,9102.005016615278,7565.60217701056,7078.33847449045,16255.5574964011,3528.7762353905623,16841.04699637042,3775.680580266946,10431.127589346092,1668.1634247666334,2160.0999491035163,6056.107557471002,14416.07847267127,17369.753847540298,17932.66300161734,4080.8050922612074,10127.004095672024,11454.542588623246,17181.150826797093,13783.928552469979,9856.254440652934,4705.374579591531,1215.3389950503765,5878.374228144683,16711.793825065444,8345.412145972106,1703.0359888934236,2476.872642423198,11472.81400967983,10855.019340041472,3418.7022319476746,7807.704005311762,618.4413655278018,389.78621058759643,2061.0083725685085,4903.43965735596,3096.67189028958,14750.104216016165,6243.809529280323,3108.343039827615,2006.118812621309,9417.929011580749,6863.154506814112,677.1423628864242,4114.154505650576,787.6711977600996,4880.589289305893,670.266073248183,4645.656942817355,5048.519149675204,8328.915537676727,4207.149910676667,4727.497430717554,10540.228232460295,8124.806166366249,1692.4578186529907,7579.381234301974,8543.93338964398,3271.38399854471,11190.2205995688,4314.2870849883275,8241.109128052552,4140.800614351909,16263.115537282756,11950.72548641406,3304.2514687981616,972.935633806002,17362.74383779085,1112.8800846082522,8514.619087230762,15845.80342758943,9120.351630725956,5504.444405316198,1308.556374589896,4720.551803521606,14773.877054538352,7783.467508269217,11460.923888495554,4079.426472441974,617.0261688945915,8313.668705939841,8974.865548556754,8211.185828276717,8257.593975308755,8175.89296387916,16037.028269265138,16534.505765118218,16759.477393652054,186.53777426273675,3714.7652700170074,6535.461022251326,7475.622605421906,6341.330364007782,6650.773481670815
